Months since started cubing	Months since started speedcubing	Best 3x3 single	Best 3x3 Ao5	Best 3x3 Ao12	Best 3x3 Ao100	Known algorithm sets
36	18	18.15	22.46	24.31		OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune)
36	18	16.74				EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
36	36	5.71	8.65	9.68	10.49	EPLL (PLL for edges, i.e. U/H/Z perms), PLL, CMLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno)
24	18	9.51	12.96	14.16	15.05	OLL, PLL, CMLL, COLL - L (Bowtie)
36	36					OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), CMLL
120	24	10.23	14.59	14.78	15.15	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, ELL, CLL, CMLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), 2GLL - T, 2GLL - U, VHLS (intuitive is fine)
24	18	6.43	8.9	9.8	10.5	OLL, PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno)
24	18	21.68	35.71	39.83		OLL, PLL
24	12	17.5	23.22	24.68		EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
48	48	7.96	10.12	11.26	13	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
1	18	52.35	1:07.04	1:13.43		Just whatever I have for beginners method, CMLL
18	18	9.45	12.87	13.79	14.87	OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
12	6	23.09	27.35	28.91	36.76	OCLL (the corners part of 2-look OLL), PLL
48	48	13.89	17.79	19.41	21.85	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
24	18	9.28	13.04	14.38	15.85	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
48	36	11.94	13.16	14.05	14.8	OLL, PLL
1	3	15.12	20.74	23.88		OLL, PLL
120	3	27.77	36.34	39.51	44.28	OCLL (the corners part of 2-look OLL), PLL
120	12	13.04	17.19	18.78	19.97	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, PLL
48	3	20.65	30.33	32.57	36.94	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
24	18	8	16.5	17.9	19.63	PLL
72	72	10.19	13.4	14.8		EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, WV
72	24	9.77	13.5	14.5	16	OLL, PLL, COLL - H (Doublesune)
24	18	0:44	0:50	1:05		EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL)
12	12	31.64	37.49			EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL)
36	36	9.15	11	12	14	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - U (Headlights)
48	72	10.01				OLL, PLL
3	6	25	37.89			
3	6	7.27	16.52	17.7	19.46	OLL, PLL
120	24	9.99	13.32	14.73	16.18	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - H (Doublesune), COLL - Pi (Bruno)
36	36	9.45	12.89	13.02	14.39	OLL, PLL
36	72	11.93	17.44	21.4	24.25	PLL
24	18	13.21	18.01	19.17	21.25	OCLL (the corners part of 2-look OLL), PLL
18	18	6.67	9.8	10.82	11.37	OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
60	60	5.81	8.5	9.3	10.02	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune), 2GLL - T, 2GLL - U, 2GLL - L, 2GLL - H, 2GLL - Pi, 2GLL - S
18	18	8.25	12.6	13.9	14.88	PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune)
24	18	7.03				Just whatever I have for beginners method, OLL, PLL
12	12					OLL, PLL
3	6	15.13	20.24	20.87	21.98	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
3	3	15.33	20.09	20.59	22.68	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
24	24	12.36	15.45		18.12	OLL, PLL
3	3	12.45	18.39	19.78	23.75	PLL
12	12	11.16	15.93	17.33	18.34	EOLL (non-corner-preserving - the edge part of 2-look OLL), PLL
36	12	17.15	21.72	24.29	27.1	OLL, PLL
24	18	16.19	19.94	20.42		PLL, COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune)
36	24	4.6	6.91	7.97	8.58	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune), ZBLL - T
12	12	13.9	17.79	19.19	21.51	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
1	3	1:07.06	1:35.55	1:34.13		Just whatever I have for beginners method
18	24	14.64	19.75	22.93	23.34	PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune), Line (1LLL set)
48	6	20.87	25.02	27.73	31.53	PLL, CMLL
36	6	13.07	16.9	16.98	19.04	EOLL (non-corner-preserving - the edge part of 2-look OLL), OLL, PLL, COLL - H (Doublesune)
12	12	12		19	20	OLL, PLL
120	72	14.13	17.76	18.24		EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune)
24	18					OLL, PLL
36	36	11	13.78			Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, PLL
48	36	5.93	9.59	10.35	11.87	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
18	60	10.26	12.68	14.36	14.62	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
18	18	9.14	12.13	13.96	15.68	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune)
12	3	0:32	0:38			OLL, PLL
24	3					Just whatever I have for beginners method
48	36	6.73	9.46	10.23	11.27	OLL, PLL, ELL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno)
48	48	4.55	6.22	7.1	7.81	OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno)
120	72	17	23	25		EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
48	36	21.61	24.6	26.55	29.85	PLL
60	1	16.69	25	28	32	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
72	60	27	32.89	34.97	39	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune)
24	24					CMLL
24	24	7.25	13.42	14.53	16.87	OLL, PLL
36	24	21.18				Just whatever I have for beginners method
120	36	32	39	42	50	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
12	12					
36	6	11.36	13.78	14.94	16.34	OLL
18	18	9.06	11.77	12.72	13.54	OLL, PLL
12	60	0:28.1	1:48.5	1:36.2		Just whatever I have for beginners method
72	72	26.36	39.46			EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
48	48	7.08	9.32	11.23	12.54	OLL, PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie)
120	72	6.51	8.45	9.29	10.31	OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, CMLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune)
60	48	7.59	10	11	12	OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie)
36	24	6.85	9.26	9.81	10.85	OLL, PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno)
36	120	8.74	12.13	13.44	14.52	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
120	72	15.21	21	22	24	Just whatever I have for beginners method, PLL
36	18	9.92	17.68	18.88	20.49	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
72	72	8.31	10.67		12.2	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, ELL, CLL, VHLS (intuitive is fine), WV
1	1					EPLL (PLL for edges, i.e. U/H/Z perms), PLL
